"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2011","2011",1575,,
"3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2012","2012",1605,,
"3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2013","2013",1633,,
"3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2014","2014",1653,,
"3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2015","2015",1667,,
"3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2016","2016",1644,,
"3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2017","2017",1684,,
"3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2018","2018",1687,,
"3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2019","2019",1803,,
"3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2020","2020",1758,,
"3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2021","2021",1819,,
"3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2022","2022",1766,,
"3_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2023","2023",1882,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","1994","1994",0.3,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","1995","1995",0.1,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","1996","1996",0.1,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","1997","1997",0.2,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","1998","1998",0.1,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","1999","1999",0.2,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2000","2000",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2001","2001",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2002","2002",0.1,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2003","2003",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2005","2005",0.1,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2006","2006",0.1,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2007","2007",,"0","il dato non raggiunge la metà della cifra minima considerata"
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2008","2008",0.2,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2009","2009",0.2,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2010","2010",0.2,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2011","2011",0.2,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2012","2012",,"0","il dato non raggiunge la metà della cifra minima considerata"
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2013","2013",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2014","2014",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2015","2015",0.3,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2016","2016",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2017","2017",0.1,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2018","2018",0.1,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2019","2019",,"0","il dato non raggiunge la metà della cifra minima considerata"
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2020","2020",0.2,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2021","2021",0.4,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2022","2022",0.2,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2023","2023",0.1,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","1994","1994",2,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","1995","1995",2,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","1996","1996",,"0","il dato non raggiunge la metà della cifra minima considerata"
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","1997","1997",0,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","1998","1998",0,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","1999","1999",1,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2000","2000",,"0","il dato non raggiunge la metà della cifra minima considerata"
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2001","2001",0,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2002","2002",3,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2003","2003",3,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2005","2005",1,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2006","2006",2,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2007","2007",0,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2008","2008",0,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2009","2009",1,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2010","2010",0,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2011","2011",0,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2012","2012",1,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2013","2013",3,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2014","2014",0,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2015","2015",0,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2016","2016",3,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2017","2017",1,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2018","2018",10,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2019","2019",2,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2020","2020",2,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2021","2021",0,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2022","2022",2,,
"3_LUNCH_CAF","pranzo al bar","THV","valori in migliaia","9","totale","Y6-10","6-10 anni","2023","2023",0,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","1994","1994",56,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","1995","1995",74,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","1996","1996",88,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","1997","1997",48,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","1998","1998",47,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","1999","1999",66,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2000","2000",64,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2001","2001",77,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2002","2002",72,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2003","2003",80,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2005","2005",97,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2006","2006",98,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2007","2007",93,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2008","2008",89,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2009","2009",120,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2010","2010",107,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2011","2011",129,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2012","2012",110,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2013","2013",124,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2014","2014",136,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2015","2015",143,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2016","2016",120,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2017","2017",144,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2018","2018",161,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2019","2019",153,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2020","2020",131,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2021","2021",107,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2022","2022",119,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2023","2023",174,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","1994","1994",0,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","1995","1995",0,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","1996","1996",0,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","1997","1997",5.9,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","1998","1998",5.1,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","1999","1999",5.5,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2000","2000",5.3,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2001","2001",6.3,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2002","2002",6.1,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2003","2003",6.6,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2005","2005",7.1,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2006","2006",7,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2007","2007",8.5,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2008","2008",8.3,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2009","2009",9.2,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2010","2010",8,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2011","2011",8.8,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2012","2012",8.4,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2013","2013",8.4,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2014","2014",7.6,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2015","2015",7.1,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2016","2016",7.4,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2017","2017",9.9,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2018","2018",8,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2019","2019",7.1,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2020","2020",5.5,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2021","2021",7.1,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2022","2022",8.8,,
"3_LUNCH_CANT","pranzo in mensa","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y11-14","11-14 anni","2023","2023",6.4,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","1994","1994",2,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","1995","1995",0,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","1996","1996",0,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","1997","1997",1,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","1998","1998",3,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","1999","1999",2,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2000","2000",3,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2001","2001",1,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2002","2002",,"0","il dato non raggiunge la metà della cifra minima considerata"
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2003","2003",4,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2005","2005",0,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2006","2006",3,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2007","2007",,"0","il dato non raggiunge la metà della cifra minima considerata"
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2008","2008",0,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2009","2009",0,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2010","2010",2,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2011","2011",1,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2012","2012",0,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2013","2013",1,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2014","2014",0,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2015","2015",1,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2016","2016",1,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2017","2017",1,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2018","2018",0,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2019","2019",5,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2020","2020",0,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2021","2021",4,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2022","2022",0,,
"3_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2023","2023",3,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","1994","1994",0,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","1995","1995",0,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","1996","1996",0,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","1997","1997",122,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","1998","1998",150,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","1999","1999",147,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2000","2000",115,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2001","2001",130,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2002","2002",141,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2003","2003",146,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2005","2005",111,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2006","2006",103,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2007","2007",97,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2008","2008",117,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2009","2009",121,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2010","2010",115,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2011","2011",130,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2012","2012",112,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2013","2013",118,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2014","2014",118,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2015","2015",140,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2016","2016",134,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2017","2017",143,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2018","2018",135,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2019","2019",146,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2020","2020",121,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2021","2021",86,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2022","2022",78,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2023","2023",164,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","1994","1994",0,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","1995","1995",0,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","1996","1996",0,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","1997","1997",75,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","1998","1998",73,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","1999","1999",69,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2000","2000",68,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2001","2001",84,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2002","2002",67,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2003","2003",79,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2005","2005",93,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2006","2006",86,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2007","2007",94,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2008","2008",97,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2009","2009",93,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2010","2010",118,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2011","2011",109,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2012","2012",109,,
"3_LUNCH_CANT","pranzo in mensa","THV","valori in migliaia","1","maschi","Y11-14","11-14 anni","2013","2013",98,,
